what,kind,bundleId,bundleVersion,description,time
activated,editor,org.eclipse.jdt.ui,3.6.0.v20100602-1600,"org.eclipse.jdt.ui.CompilationUnitEditor",1454493589847
opened,editor,org.eclipse.jdt.ui,3.6.0.v20100602-1600,"org.eclipse.jdt.ui.CompilationUnitEditor",1454493589931
activated,editor,org.eclipse.jdt.ui,3.6.0.v20100602-1600,"org.eclipse.jdt.ui.CompilationUnitEditor",1454493590001
executed,command,org.eclipse.ui.ide,3.6.0.I20100601-0800,"org.eclipse.ui.edit.text.openLocalFile",1454493590003
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1454493609253
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1454494374101
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1454494377776
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1454494386114
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1454494386149
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1454494387933
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1454494391467
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1454494520375
activated,editor,org.eclipse.jdt.ui,3.6.0.v20100602-1600,"org.eclipse.jdt.ui.CompilationUnitEditor",1454494523772
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1454494599938
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1454494614309
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1454494626459
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1454494630284
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.undo",1454494636832
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.undo",1454494637825
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1454494671518
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1454494674178
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1454494680398
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1454494684303
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1454494696293
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1454494698984
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.copy",1454494708064
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.paste",1454494710443
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.copy",1454494716437
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.undo",1454494718730
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.paste",1454494722892
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.paste",1454494724004
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1454494727032
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1454494730814
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1454494736551
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1454494738839
started,bundle,org.eclipse.jst.servlet.ui,1.1.400.v201005272100,"org.eclipse.jst.servlet.ui",1454494791871
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1454494832405
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1454494838896
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1454494888705
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1454494917643
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.file.saveAs",1454494917804
activated,editor,org.eclipse.jdt.ui,3.6.0.v20100602-1600,"org.eclipse.jdt.ui.CompilationUnitEditor",1454494988459
activated,editor,org.eclipse.jdt.ui,3.6.0.v20100602-1600,"org.eclipse.jdt.ui.CompilationUnitEditor",1454494989702
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1454494995518
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1454495146207
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1454495168983
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1454495351221
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1454495376870
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1454495485435
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.file.save",1454495495204
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1454495496815
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1454495498832
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1454495498881
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1454496206907
activated,editor,org.eclipse.jdt.ui,3.6.0.v20100602-1600,"org.eclipse.jdt.ui.CompilationUnitEditor",1454496244137
activated,editor,org.eclipse.jdt.ui,3.6.0.v20100602-1600,"org.eclipse.jdt.ui.CompilationUnitEditor",1454496269501
closed,editor,org.eclipse.jdt.ui,3.6.0.v20100602-1600,"org.eclipse.jdt.ui.CompilationUnitEditor",1454496269501
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1454496278020
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1454496293924
opened,editor,org.eclipse.jdt.ui,3.6.0.v20100602-1600,"org.eclipse.jdt.ui.CompilationUnitEditor",1454496294042
activated,editor,org.eclipse.jdt.ui,3.6.0.v20100602-1600,"org.eclipse.jdt.ui.CompilationUnitEditor",1454496294105
executed,command,org.eclipse.ui.ide,3.6.0.I20100601-0800,"org.eclipse.ui.edit.text.openLocalFile",1454496294107
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1454496386545
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1454496459444
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1454496461597
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1454496727822
activated,editor,org.eclipse.jdt.ui,3.6.0.v20100602-1600,"org.eclipse.jdt.ui.CompilationUnitEditor",1454496730104
closed,editor,org.eclipse.jdt.ui,3.6.0.v20100602-1600,"org.eclipse.jdt.ui.CompilationUnitEditor",1454496730104
activated,view,org.eclipse.ui.navigator.resources,3.4.200.I20100601-0800,"org.eclipse.ui.navigator.ProjectExplorer",1454496732876
closed,editor,org.eclipse.jdt.ui,3.6.0.v20100602-1600,"org.eclipse.jdt.ui.CompilationUnitEditor",1454496732876
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1454496736257
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1454496774290
opened,editor,org.eclipse.jdt.ui,3.6.0.v20100602-1600,"org.eclipse.jdt.ui.CompilationUnitEditor",1454496774408
activated,editor,org.eclipse.jdt.ui,3.6.0.v20100602-1600,"org.eclipse.jdt.ui.CompilationUnitEditor",1454496774462
opened,editor,org.eclipse.jdt.ui,3.6.0.v20100602-1600,"org.eclipse.jdt.ui.CompilationUnitEditor",1454496774610
activated,editor,org.eclipse.jdt.ui,3.6.0.v20100602-1600,"org.eclipse.jdt.ui.CompilationUnitEditor",1454496774676
opened,editor,org.eclipse.jdt.ui,3.6.0.v20100602-1600,"org.eclipse.jdt.ui.CompilationUnitEditor",1454496774733
activated,editor,org.eclipse.jdt.ui,3.6.0.v20100602-1600,"org.eclipse.jdt.ui.CompilationUnitEditor",1454496774794
executed,command,org.eclipse.ui.ide,3.6.0.I20100601-0800,"org.eclipse.ui.edit.text.openLocalFile",1454496774795
activated,editor,org.eclipse.jdt.ui,3.6.0.v20100602-1600,"org.eclipse.jdt.ui.CompilationUnitEditor",1454496789196
activated,editor,org.eclipse.jdt.ui,3.6.0.v20100602-1600,"org.eclipse.jdt.ui.CompilationUnitEditor",1454496814580
activated,editor,org.eclipse.jdt.ui,3.6.0.v20100602-1600,"org.eclipse.jdt.ui.CompilationUnitEditor",1454496863451
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1454496915019
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1454497021048
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1454497023875
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1454497076804
activated,editor,org.eclipse.jdt.ui,3.6.0.v20100602-1600,"org.eclipse.jdt.ui.CompilationUnitEditor",1454497077490
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1454497118653
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1454497127103
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1454497127262
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1454497143454
activated,editor,org.eclipse.jdt.ui,3.6.0.v20100602-1600,"org.eclipse.jdt.ui.CompilationUnitEditor",1454497143543
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.file.save",1454497153333
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1454497155283
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1454497156850
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1454497157002
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1454497322725
activated,editor,org.eclipse.jdt.ui,3.6.0.v20100602-1600,"org.eclipse.jdt.ui.CompilationUnitEditor",1454497322814
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1454497332775
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1454497334204
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1454497334357
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1454497359753
activated,editor,org.eclipse.jdt.ui,3.6.0.v20100602-1600,"org.eclipse.jdt.ui.CompilationUnitEditor",1454497359845
activated,editor,org.eclipse.jdt.ui,3.6.0.v20100602-1600,"org.eclipse.jdt.ui.CompilationUnitEditor",1454497362082
started,bundle,org.eclipse.mylyn.java.tasks,3.4.0.v20100608-0100-e3x,"org.eclipse.mylyn.java.tasks",1454497365497
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1454497369378
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1454497552725
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.file.saveAs",1454497552862
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.undo",1454497669618
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.undo",1454497669995
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.undo",1454497670204
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.undo",1454497670386
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.undo",1454497670929
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.undo",1454497675034
